pokedex_num,name,japanese_name,type1,type2,generation,is_legendary,abilities,classfication,hp,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,defense,experience_growth,height_m,percentage_male,sp_attack,sp_defense,speed,weight_kg
200,Misdreavus,Mumaãƒ ã‚¦ãƒž,ghost,,2,0,['Levitate'],Screech PokÃ©mon,60,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,60,6400,35,435,45,60,800000,0.7,50.0,85,85,85,1.0
201,Unown,Unknownã‚¢ãƒ³ãƒŽãƒ¼ãƒ³,psychic,,2,0,['Levitate'],Symbol PokÃ©mon,48,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,72,10240,70,336,225,48,1000000,0.5,,72,48,48,5.0
202,Wobbuffet,Sonansã‚½ãƒ¼ãƒŠãƒ³ã‚¹,psychic,,2,0,"['Shadow Tag', 'Telepathy']",Patient PokÃ©mon,190,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,33,5120,70,405,45,58,1000000,1.3,50.0,33,58,33,28.5
203,Girafarig,Kirinrikiã‚­ãƒªãƒ³ãƒªã‚­,normal,psychic,2,0,"['Inner Focus', 'Early Bird', 'Sap Sipper']",Long Neck PokÃ©mon,70,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,80,5120,70,455,60,65,1000000,1.5,50.0,90,65,85,41.5
204,Pineco,Kunugidamaã‚¯ãƒŒã‚®ãƒ€ãƒž,bug,,2,0,"['Sturdy', 'Overcoat']",Bagworm PokÃ©mon,50,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,65,5120,70,290,190,90,1000000,0.6,50.0,35,35,15,7.2
205,Forretress,Foretosãƒ•ã‚©ãƒ¬ãƒˆã‚¹,bug,steel,2,0,"['Sturdy', 'Overcoat']",Bagworm PokÃ©mon,75,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,90,5120,70,465,75,140,1000000,1.2,50.0,60,60,40,125.8
206,Dunsparce,NokocchiãƒŽã‚³ãƒƒãƒ,normal,,2,0,"['Serene Grace', 'Run Away', 'Rattled']",Land Snake PokÃ©mon,100,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,5120,70,415,190,70,1000000,1.5,50.0,65,65,45,14.0
207,Gligar,Gligerã‚°ãƒ©ã‚¤ã‚¬ãƒ¼,ground,flying,2,0,"['Hyper Cutter', 'Sand Veil', 'Immunity']",Flyscorpion PokÃ©mon,65,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,75,5120,70,430,60,105,1059860,1.1,50.0,35,65,85,64.8
208,Steelix,Haganeilãƒã‚¬ãƒãƒ¼ãƒ«,steel,ground,2,0,"['Rock Head', 'Sturdy', 'Sheer Force']",Iron Snake PokÃ©mon,75,0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,125,6400,70,610,25,230,1000000,9.2,50.0,55,95,30,400.0
209,Snubbull,Buluãƒ–ãƒ«ãƒ¼,fairy,,2,0,"['Intimidate', 'Run Away', 'Rattled']",Fairy PokÃ©mon,60,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,80,5120,70,300,190,50,800000,0.6,24.6,40,40,30,7.8
210,Granbull,Granbuluã‚°ãƒ©ãƒ³ãƒ–ãƒ«,fairy,,2,0,"['Intimidate', 'Quick Feet', 'Rattled']",Fairy PokÃ©mon,90,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,120,5120,70,450,75,75,800000,1.4,24.6,60,60,45,48.7
211,Qwilfish,Harysenãƒãƒªãƒ¼ã‚»ãƒ³,water,poison,2,0,"['Poison Point', 'Swift Swim', 'Intimidate']",Balloon PokÃ©mon,65,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,95,5120,70,440,45,85,1000000,0.5,50.0,55,55,85,3.9
212,Scizor,Hassamãƒãƒƒã‚µãƒ ,bug,steel,2,0,"['Swarm', 'Technician', 'Light Metal']",Pincer PokÃ©mon,70,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,150,6400,70,600,25,140,1000000,1.8,50.0,65,100,75,118.0
213,Shuckle,Tsubotsuboãƒ„ãƒœãƒ„ãƒœ,bug,rock,2,0,"['Sturdy', 'Gluttony', 'Contrary']",Mold PokÃ©mon,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,10,5120,70,505,190,230,1059860,0.6,50.0,10,230,5,20.5
214,Heracross,Heracrosãƒ˜ãƒ©ã‚¯ãƒ­ã‚¹,bug,fighting,2,0,"['Swarm', 'Guts', 'Moxie']",Singlehorn PokÃ©mon,80,0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,185,6400,70,600,45,115,1250000,1.5,50.0,40,105,75,54.0
215,Sneasel,Nyulaãƒ‹ãƒ¥ãƒ¼ãƒ©,dark,ice,2,0,"['Inner Focus', 'Keen Eye', 'Pickpocket']",Sharp Claw PokÃ©mon,55,2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,95,5120,35,430,60,55,1059860,0.9,50.0,35,75,115,28.0
216,Teddiursa,Himegumaãƒ’ãƒ¡ã‚°ãƒž,normal,,2,0,"['Pickup', 'Quick Feet', 'Honey Gather']",Little Bear PokÃ©mon,60,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,330,120,50,1000000,0.6,50.0,50,50,40,8.8
217,Ursaring,Ringumaãƒªãƒ³ã‚°ãƒž,normal,,2,0,"['Guts', 'Quick Feet', 'Unnerve']",Hibernator PokÃ©mon,90,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130,5120,70,500,60,75,1000000,1.8,50.0,75,75,55,125.8
218,Slugma,Magmagãƒžã‚°ãƒžãƒƒã‚°,fire,,2,0,"['Magma Armor', 'Flame Body', 'Weak Armor']",Lava PokÃ©mon,40,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,40,5120,70,250,190,40,1000000,0.7,50.0,70,40,20,35.0
219,Magcargo,Magcargotãƒžã‚°ã‚«ãƒ«ã‚´,fire,rock,2,0,"['Magma Armor', 'Flame Body', 'Weak Armor']",Lava PokÃ©mon,60,0.5,1.0,1.0,1.0,0.5,2.0,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0,50,5120,70,430,75,120,1000000,0.8,50.0,90,80,30,55.0
220,Swinub,Urimooã‚¦ãƒªãƒ ãƒ¼,ice,ground,2,0,"['Oblivious', 'Snow Cloak', 'Thick Fat']",Pig PokÃ©mon,50,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,50,5120,70,250,225,40,1250000,0.4,50.0,30,30,50,6.5
221,Piloswine,Inomooã‚¤ãƒŽãƒ ãƒ¼,ice,ground,2,0,"['Oblivious', 'Snow Cloak', 'Thick Fat']",Swine PokÃ©mon,100,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,100,5120,70,450,75,80,1250000,1.1,50.0,60,60,50,55.8
222,Corsola,Sunnygoã‚µãƒ‹ãƒ¼ã‚´,water,rock,2,0,"['Hustle', 'Natural Cure', 'Regenerator']",Coral PokÃ©mon,65,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,55,5120,70,410,60,95,800000,0.6,24.6,65,95,35,5.0
223,Remoraid,Teppouoãƒ†ãƒƒãƒã‚¦ã‚ª,water,,2,0,"['Hustle', 'Sniper', 'Moody']",Jet PokÃ©mon,35,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,300,190,35,1000000,0.6,50.0,65,35,65,12.0
224,Octillery,Okutankã‚ªã‚¯ã‚¿ãƒ³,water,,2,0,"['Suction Cups', 'Sniper', 'Moody']",Jet PokÃ©mon,75,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,5120,70,480,75,75,1000000,0.9,50.0,105,75,45,28.5
225,Delibird,Delibirdãƒ‡ãƒªãƒãƒ¼ãƒ‰,ice,flying,2,0,"['Vital Spirit', 'Hustle', 'Insomnia']",Delivery PokÃ©mon,45,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,55,5120,70,330,45,45,800000,0.9,50.0,65,45,75,16.0
226,Mantine,Mantainãƒžãƒ³ã‚¿ã‚¤ãƒ³,water,flying,2,0,"['Swift Swim', 'Water Absorb', 'Water Veil']",Kite PokÃ©mon,85,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,40,6400,70,485,25,70,1250000,2.1,50.0,80,140,70,220.0
227,Skarmory,Airmdã‚¨ã‚¢ãƒ¼ãƒ ãƒ‰,steel,flying,2,0,"['Keen Eye', 'Sturdy', 'Weak Armor']",Armor Bird PokÃ©mon,65,0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,80,6400,70,465,25,140,1250000,1.7,50.0,40,70,70,50.5
228,Houndour,Delvilãƒ‡ãƒ«ãƒ“ãƒ«,dark,fire,2,0,"['Early Bird', 'Flash Fire', 'Unnerve']",Dark PokÃ©mon,45,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,60,5120,35,330,120,30,1250000,0.6,50.0,80,50,65,10.8
229,Houndoom,Hellgarãƒ˜ãƒ«ã‚¬ãƒ¼,dark,fire,2,0,"['Early Bird', 'Flash Fire', 'Unnerve']",Dark PokÃ©mon,75,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,90,5120,35,600,45,90,1250000,1.4,50.0,140,90,115,35.0
230,Kingdra,Kingdraã‚­ãƒ³ã‚°ãƒ‰ãƒ©,water,dragon,2,0,"['Swift Swim', 'Sniper', 'Damp']",Dragon PokÃ©mon,75,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,95,5120,70,540,45,95,1000000,1.8,50.0,95,95,85,152.0
231,Phanpy,Gomazouã‚´ãƒžã‚¾ã‚¦,ground,,2,0,"['Pickup', 'Sand Veil']",Long Nose PokÃ©mon,90,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,60,5120,70,330,120,60,1000000,0.5,50.0,40,40,40,33.5
232,Donphan,Donfanãƒ‰ãƒ³ãƒ•ã‚¡ãƒ³,ground,,2,0,"['Sturdy', 'Sand Veil']",Armor PokÃ©mon,90,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,120,5120,70,500,60,120,1000000,1.1,50.0,60,60,50,120.0
233,Porygon2,Porygon2ãƒãƒªã‚´ãƒ³ï¼’,normal,,2,0,"['Trace', 'Download', 'Analytic']",Virtual PokÃ©mon,85,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,515,45,90,1000000,0.6,,105,95,60,32.5
234,Stantler,Odoshishiã‚ªãƒ‰ã‚·ã‚·,normal,,2,0,"['Intimidate', 'Frisk', 'Sap Sipper']",Big Horn PokÃ©mon,73,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95,5120,70,465,45,62,1250000,1.4,50.0,85,65,85,71.2
235,Smeargle,Dobleãƒ‰ãƒ¼ãƒ–ãƒ«,normal,,2,0,"['Own Tempo', 'Technician', 'Moody']",Painter PokÃ©mon,55,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,5120,70,250,45,35,800000,1.2,50.0,20,45,75,58.0
236,Tyrogue,Balkieãƒãƒ«ã‚­ãƒ¼,fighting,,2,0,"['Guts', 'Steadfast', 'Vital Spirit']",Scuffle PokÃ©mon,35,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,35,6400,70,210,75,35,1000000,0.7,100.0,35,35,35,21.0
237,Hitmontop,Kapoererã‚«ãƒã‚¨ãƒ©ãƒ¼,fighting,,2,0,"['Intimidate', 'Technician', 'Steadfast']",Handstand PokÃ©mon,50,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,95,6400,70,455,45,95,1000000,1.4,100.0,35,110,70,48.0
238,Smoochum,Muchulãƒ ãƒãƒ¥ãƒ¼ãƒ«,ice,psychic,2,0,"['Oblivious', 'Forewarn', 'Hydration']",Kiss PokÃ©mon,45,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,30,6400,70,305,45,15,1000000,0.4,0.0,85,65,65,6.0
239,Elekid,Elekidã‚¨ãƒ¬ã‚­ãƒƒãƒ‰,electric,,2,0,"['Static', 'Vital Spirit']",Electric PokÃ©mon,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,63,6400,70,360,45,37,1000000,0.6,75.4,65,55,95,23.5
240,Magby,Bubyãƒ–ãƒ“ã‚£,fire,,2,0,"['Flame Body', 'Vital Spirit']",Live Coal PokÃ©mon,45,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,75,6400,70,365,45,37,1000000,0.7,75.4,70,55,83,21.4
241,Miltank,MiltankãƒŸãƒ«ã‚¿ãƒ³ã‚¯,normal,,2,0,"['Thick Fat', 'Scrappy', 'Sap Sipper']",Milk Cow PokÃ©mon,95,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,490,45,105,1250000,1.2,0.0,40,70,100,75.5
242,Blissey,Happinasãƒãƒ”ãƒŠã‚¹,normal,,2,0,"['Natural Cure', 'Serene Grace', 'Healer']",Happiness PokÃ©mon,255,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10240,140,540,30,10,800000,1.5,0.0,75,135,55,46.8
243,Raikou,Raikouãƒ©ã‚¤ã‚³ã‚¦,electric,,2,1,"['Pressure', 'Inner Focus']",Thunder PokÃ©mon,90,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85,20480,35,580,3,75,1250000,1.9,,115,100,115,178.0
244,Entei,Enteiã‚¨ãƒ³ãƒ†ã‚¤,fire,,2,1,"['Pressure', 'Inner Focus']",Volcano PokÃ©mon,115,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,115,20480,35,580,3,85,1250000,2.1,,90,75,100,198.0
245,Suicune,Suicuneã‚¹ã‚¤ã‚¯ãƒ³,water,,2,1,"['Pressure', 'Inner Focus']",Aurora PokÃ©mon,100,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,20480,35,580,3,115,1250000,2.0,,90,115,85,187.0
246,Larvitar,Yogirasãƒ¨ãƒ¼ã‚®ãƒ©ã‚¹,rock,ground,2,0,"['Guts', 'Sand Veil']",Rock Skin PokÃ©mon,50,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,64,10240,35,300,45,50,1250000,0.6,50.0,45,50,41,72.0
247,Pupitar,Sanagirasã‚µãƒŠã‚®ãƒ©ã‚¹,rock,ground,2,0,['Shed Skin'],Hard Shell PokÃ©mon,70,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,84,10240,35,410,45,70,1250000,1.2,50.0,65,70,51,152.0
248,Tyranitar,Bangirasãƒãƒ³ã‚®ãƒ©ã‚¹,rock,dark,2,0,"['Sand Stream', 'Unnerve']",Armor PokÃ©mon,100,2.0,0.5,1.0,1.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,0.5,0.0,1.0,2.0,2.0,164,10240,35,700,45,150,1250000,2.0,50.0,95,120,71,202.0
249,Lugia,Lugiaãƒ«ã‚®ã‚¢,psychic,flying,2,1,"['Pressure', 'Multiscale']",Diving PokÃ©mon,106,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,90,30720,0,680,3,130,1250000,5.2,,90,154,110,216.0
250,Ho-Oh,Hououãƒ›ã‚¦ã‚ªã‚¦,fire,flying,2,1,"['Pressure', 'Regenerator']",Rainbow PokÃ©mon,106,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,130,30720,0,680,3,90,1250000,3.8,,110,154,90,199.0
251,Celebi,Celebiã‚»ãƒ¬ãƒ“ã‚£,psychic,grass,2,1,['Natural Cure'],Time Travel PokÃ©mon,100,4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,100,30720,100,600,45,100,1059860,0.6,,100,100,100,5.0
252,Treecko,Kimoriã‚­ãƒ¢ãƒª,grass,,3,0,"['Overgrow', 'Unburden']",Wood Gecko PokÃ©mon,40,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,45,5120,70,310,45,35,1059860,0.5,88.1,65,55,70,5.0
253,Grovyle,Juptileã‚¸ãƒ¥ãƒ—ãƒˆãƒ«,grass,,3,0,"['Overgrow', 'Unburden']",Wood Gecko PokÃ©mon,50,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,65,5120,70,405,45,45,1059860,0.9,88.1,85,65,95,21.6
254,Sceptile,Jukainã‚¸ãƒ¥ã‚«ã‚¤ãƒ³,grass,,3,0,"['Overgrow', 'Unburden']",Forest PokÃ©mon,70,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,110,5120,70,630,45,75,1059860,1.7,88.1,145,85,145,52.2
255,Torchic,Achamoã‚¢ãƒãƒ£ãƒ¢,fire,,3,0,"['Blaze', 'Speed Boost']",Chick PokÃ©mon,45,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,60,5120,70,310,45,40,1059860,0.4,88.1,70,50,45,2.5
256,Combusken,Wakasyamoãƒ¯ã‚«ã‚·ãƒ£ãƒ¢,fire,fighting,3,0,"['Blaze', 'Speed Boost']",Young Fowl PokÃ©mon,60,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,85,5120,70,405,45,60,1059860,0.9,88.1,85,60,55,19.5
257,Blaziken,Bursyamoãƒã‚·ãƒ£ãƒ¼ãƒ¢,fire,fighting,3,0,"['Blaze', 'Speed Boost']",Blaze PokÃ©mon,80,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,160,5120,70,630,45,80,1059860,1.9,88.1,130,80,100,52.0
258,Mudkip,MizugorouãƒŸã‚ºã‚´ãƒ­ã‚¦,water,,3,0,"['Torrent', 'Damp']",Mud Fish PokÃ©mon,50,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,70,5120,70,310,45,50,1059860,0.4,88.1,50,50,40,7.6
259,Marshtomp,NumacrawãƒŒãƒžã‚¯ãƒ­ãƒ¼,water,ground,3,0,"['Torrent', 'Damp']",Mud Fish PokÃ©mon,70,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,85,5120,70,405,45,70,1059860,0.7,88.1,60,70,50,28.0
260,Swampert,Laglargeãƒ©ã‚°ãƒ©ãƒ¼ã‚¸,water,ground,3,0,"['Torrent', 'Damp']",Mud Fish PokÃ©mon,100,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,150,5120,70,635,45,110,1059860,1.5,88.1,95,110,70,81.9
261,Poochyena,Pochienaãƒãƒã‚¨ãƒŠ,dark,,3,0,"['Run Away', 'Quick Feet', 'Rattled']",Bite PokÃ©mon,35,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,55,3840,70,220,255,35,1000000,0.5,50.0,30,30,35,13.6
262,Mightyena,Graenaã‚°ãƒ©ã‚¨ãƒŠ,dark,,3,0,"['Intimidate', 'Quick Feet', 'Moxie']",Bite PokÃ©mon,70,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,90,3840,70,420,127,70,1000000,1.0,50.0,60,60,70,37.0
263,Zigzagoon,Jiguzagumaã‚¸ã‚°ã‚¶ã‚°ãƒž,normal,,3,0,"['Pickup', 'Gluttony', 'Quick Feet']",Tiny Racoon PokÃ©mon,38,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30,3840,70,240,255,41,1000000,0.4,50.0,30,41,60,17.5
264,Linoone,Massugumaãƒžãƒƒã‚¹ã‚°ãƒž,normal,,3,0,"['Pickup', 'Gluttony', 'Quick Feet']",Rush PokÃ©mon,78,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,3840,70,420,90,61,1000000,0.5,50.0,50,61,100,32.5
265,Wurmple,Kemussoã‚±ãƒ ãƒƒã‚½,bug,,3,0,"['Shield Dust', 'Run Away']",Worm PokÃ©mon,45,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,45,3840,70,195,255,35,1000000,0.3,50.0,20,30,20,3.6
266,Silcoon,Karasalisã‚«ãƒ©ã‚µãƒªã‚¹,bug,,3,0,['Shed Skin'],Cocoon PokÃ©mon,50,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,3840,70,205,120,55,1000000,0.6,50.0,25,25,15,10.0
267,Beautifly,Agehuntã‚¢ã‚²ãƒãƒ³ãƒˆ,bug,flying,3,0,"['Swarm', 'Rivalry']",Butterfly PokÃ©mon,60,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,70,3840,70,395,45,50,1000000,1.0,50.0,100,50,65,28.4
268,Cascoon,Mayuldãƒžãƒ¦ãƒ«ãƒ‰,bug,,3,0,['Shed Skin'],Cocoon PokÃ©mon,50,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,3840,70,205,120,55,1000000,0.7,50.0,25,25,15,11.5
269,Dustox,Dokucaleãƒ‰ã‚¯ã‚±ã‚¤ãƒ«,bug,poison,3,0,"['Shield Dust', 'Compoundeyes']",Poison Moth PokÃ©mon,60,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,50,3840,70,385,45,70,1000000,1.2,50.0,50,90,65,31.6
270,Lotad,Hassbohãƒã‚¹ãƒœãƒ¼,water,grass,3,0,"['Swift Swim', 'Rain Dish', 'Own Tempo']",Water Weed PokÃ©mon,40,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,30,3840,70,220,255,30,1059860,0.5,50.0,40,50,30,2.6
271,Lombre,Hasubreroãƒã‚¹ãƒ–ãƒ¬ãƒ­,water,grass,3,0,"['Swift Swim', 'Rain Dish', 'Own Tempo']",Jolly PokÃ©mon,60,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,50,3840,70,340,120,50,1059860,1.2,50.0,60,70,50,32.5
